,identity-cdr_concat,similarity_B62-cdr_concat,identity-H_CDR1,identity-H_CDR2,identity-H_CDR3,similarity_B62-H_CDR1,similarity_B62-H_CDR2,similarity_B62-H_CDR3,hydropathy-H_CDR1,hydropathy-H_CDR2,hydropathy-H_CDR3,hydropathy_wt-H_CDR1,hydropathy_wt-H_CDR2,hydropathy_wt-H_CDR3,identity-L_CDR1,identity-L_CDR2,identity-L_CDR3,similarity_B62-L_CDR1,similarity_B62-L_CDR2,similarity_B62-L_CDR3,hydropathy-L_CDR1,hydropathy-L_CDR2,hydropathy-L_CDR3,hydropathy_wt-L_CDR1,hydropathy_wt-L_CDR2,hydropathy_wt-L_CDR3,task_id,pdb_name
10,0.7013793103448276,0.6732142857142857,0.8542857142857143,0.615,0.4325,0.89825,0.6208571428571428,0.2935593220338983,-0.6632857142857144,-1.714,0.39616666666666656,-0.3428571428571429,-2.0166666666666666,0.4833333333333332,0.7417647058823529,0.8942857142857144,0.7722222222222223,0.7001176470588235,0.8939473684210526,0.762549019607843,-0.796764705882353,-1.0998571428571429,-0.9678888888888888,-1.011764705882353,-1.342857142857143,-1.0444444444444445,lm_design_api-fab-cdronly,7ufq_C-BD
11,0.6177777777777778,0.618671096345515,0.6857142857142857,0.6983333333333333,0.4823076923076923,0.7390243902439024,0.6477777777777779,0.485,-0.4945714285714286,-1.8875,-1.1524615384615384,-0.7428571428571429,-0.9666666666666669,-0.8538461538461539,0.7458333333333332,0.5985714285714285,0.5511111111111111,0.7621052631578948,0.5536363636363636,0.603,-0.22208333333333335,-0.5875714285714286,-0.6335555555555556,-0.325,-0.08571428571428578,-1.0333333333333332,lm_design_api-fab-cdronly,7umn_C-JN
12,0.5703703703703704,0.5459797297297297,0.702857142857143,0.4666666666666666,0.4275,0.7271428571428572,0.48625,0.4132876712328767,-0.4147142857142858,-0.16583333333333336,-1.39025,-1.2714285714285716,-1.3,-0.6750000000000002,0.5741666666666666,0.5928571428571429,0.691,0.5084210526315789,0.504375,0.6703333333333333,-0.109,-0.41114285714285714,-1.23,-0.25,-0.6714285714285715,-0.5399999999999999,lm_design_api-fab-cdronly,7uop_A-HL
13,0.583076923076923,0.6218305084745763,0.7757142857142857,0.725,0.52,0.8707692307692309,0.7781818181818181,0.5158108108108108,-0.2745714285714287,-0.6235,-0.6703333333333333,-0.3571428571428573,-0.48333333333333345,-1.1083333333333334,0.5281818181818181,0.5328571428571428,0.5288888888888889,0.6225862068965518,0.43529411764705883,0.6091228070175438,-0.007636363636363524,0.32671428571428573,-0.8727777777777778,-0.3727272727272727,-0.6,-0.5222222222222224,lm_design_api-fab-cdronly,7upb_G-HL
14,0.6785106382978724,0.6616044776119403,0.9157142857142857,0.6016666666666667,0.5557142857142857,0.8897619047619049,0.5824324324324325,0.5297674418604651,-0.32385714285714295,-0.5664999999999999,-1.4258571428571432,-0.7285714285714286,-1.3833333333333335,-1.671428571428572,0.6890909090909091,0.6385714285714286,0.6588888888888889,0.7162962962962963,0.7015151515151515,0.5725423728813559,-0.7580909090909091,-0.38228571428571434,-1.7926666666666664,-0.827272727272727,-0.07142857142857147,-1.5555555555555554,lm_design_api-fab-cdronly,7upk_D-HL
15,0.559622641509434,0.5516083916083916,0.702857142857143,0.7066666666666667,0.3461538461538462,0.8068421052631579,0.7239473684210526,0.33926470588235297,-0.3304285714285715,-1.1635,-0.37823076923076926,-6.344131569286608e-17,-1.7833333333333334,0.20769230769230776,0.730909090909091,0.3742857142857142,0.5933333333333334,0.7315094339622641,0.19399999999999998,0.5733333333333334,-0.21109090909090913,0.07099999999999997,-1.581,-0.3909090909090908,-1.4,-2.3555555555555556,lm_design_api-fab-cdronly,7urx_C-HL
16,0.63,0.6052000000000001,0.7357142857142857,0.525,0.5561538461538461,0.7926315789473684,0.5085714285714286,0.5677611940298507,0.12085714285714289,-1.2051666666666667,0.4391538461538461,0.6,-1.333333333333333,0.36153846153846153,0.7372727272727273,0.3414285714285714,0.799,0.7204255319148936,0.24916666666666668,0.6983050847457628,-0.19200000000000006,-1.3388571428571427,-1.2602000000000002,0.4,-1.4714285714285713,-1.61,lm_design_api-fab-cdronly,7uvh_F-DE
17,0.6160714285714285,0.6663851351351352,0.8157142857142857,0.5483333333333333,0.5306666666666666,0.847,0.5219354838709678,0.5735897435897436,0.1125714285714286,-1.6338333333333332,-0.13473333333333334,-0.15714285714285717,-1.05,0.4933333333333333,0.5127272727272727,0.5185714285714286,0.8270000000000001,0.6341304347826087,0.4812121212121212,0.8441176470588235,-0.8122727272727271,-0.47585714285714287,-1.4578,-0.03636363636363629,-0.5,-1.57,lm_design_api-fab-cdronly,7uvi_F-DE
18,0.6787272727272727,0.6507886435331229,0.6171428571428571,0.8133333333333335,0.42454545454545456,0.6585714285714286,0.8283333333333333,0.36208955223880596,-0.06900000000000002,-1.5390000000000001,-0.05809090909090906,-0.942857142857143,-1.1833333333333333,-1.1272727272727272,0.7107142857142857,0.8385714285714286,0.764,0.7611688311688312,0.8238888888888889,0.6150847457627119,-0.5651428571428572,-1.2435714285714285,-0.5273999999999999,-1.0500000000000003,-1.5428571428571427,0.2700000000000001,lm_design_api-fab-cdronly,7uvo_C-AB
19,0.5704166666666667,0.5533712121212121,0.6825,0.34,0.57,0.7472093023255815,0.3082758620689655,0.5717241379310345,-0.550125,-1.4102000000000001,-0.7621111111111112,-0.5375,-1.32,-0.9333333333333331,0.593,0.5642857142857143,0.5788888888888889,0.6108510638297873,0.4932258064516129,0.4975,-0.3382,-0.234,-1.9334444444444443,0.13,0.5142857142857142,-2.1777777777777776,lm_design_api-fab-cdronly,7uvq_A-CB
20,0.5889285714285715,0.5710738255033557,0.74,0.655,0.382,0.8169444444444445,0.6729999999999999,0.35666666666666663,0.06742857142857142,-1.1201666666666668,-1.1475333333333333,0.47142857142857153,-0.8,-0.6866666666666668,0.6754545454545454,0.6257142857142857,0.633,0.6686666666666666,0.576764705882353,0.6428070175438596,-0.32381818181818184,-0.8257142857142857,-0.9678,0.6545454545454544,-1.3428571428571427,-0.81,lm_design_api-fab-cdronly,7uvq_A-DE
21,0.6821666666666667,0.7484161490683229,0.6842857142857143,0.5216666666666666,0.5614285714285715,0.713,0.750625,0.6376923076923077,-0.5061428571428571,0.11633333333333344,-1.0291428571428574,-0.6142857142857142,0.6333333333333332,-0.9285714285714286,0.7570588235294118,0.9557142857142857,0.6211111111111111,0.7887951807228916,0.9486842105263158,0.7292156862745098,-0.965529411764706,-1.3434285714285716,-1.4104444444444446,-0.8705882352941177,-1.342857142857143,-1.6444444444444446,lm_design_api-fab-cdronly,7uvs_F-DE
22,0.6162264150943396,0.5705980066445183,0.9028571428571428,0.47,0.5363636363636364,0.9166666666666667,0.38,0.38265625,-0.122,-1.709166666666667,-1.3670909090909091,-0.3,-1.8,-0.009090909090909179,0.5845454545454545,0.9042857142857144,0.4418181818181818,0.5703333333333334,0.8991891891891892,0.47096774193548385,-0.7042727272727274,-2.5884285714285715,-0.3121818181818182,-1.018181818181818,-2.657142857142857,-0.690909090909091,lm_design_api-fab-cdronly,7uxl_R-AB
23,0.6864583333333333,0.6550378787878788,0.9885714285714287,0.6633333333333333,0.5885714285714285,0.99175,0.5633333333333334,0.7163414634146342,-0.36171428571428577,-1.2788333333333335,-0.10528571428571432,-0.3428571428571429,-1.2833333333333334,-0.02857142857142863,0.7233333333333333,0.6742857142857143,0.5033333333333334,0.6335087719298246,0.5328947368421053,0.5261818181818182,-0.45733333333333337,-1.2622857142857142,-2.163222222222222,-0.8666666666666666,-1.342857142857143,-2.2444444444444445,lm_design_api-fab-cdronly,7wn8_C-PQ
24,0.5867796610169491,0.5684952978056426,0.7942857142857143,0.3633333333333333,0.5464705882352942,0.8710810810810812,0.2651428571428571,0.48531914893617023,0.10557142857142861,-1.6811666666666667,0.13882352941176468,0.8142857142857143,-2.166666666666667,0.6529411764705881,0.46692307692307694,0.8171428571428571,0.6444444444444444,0.45434782608695656,0.8345945945945946,0.6806382978723404,-0.3037692307692308,-2.0062857142857142,-0.6694444444444444,-0.20769230769230768,-2.0,0.38888888888888884,lm_design_api-fab-cdronly,7x8p_A-CB
25,0.7126,0.6922909090909092,0.7142857142857143,0.7216666666666667,0.6627272727272726,0.7902631578947369,0.5490243902439025,0.6444117647058824,0.3762857142857143,-0.7061666666666667,-0.6830000000000002,-0.05714285714285718,-0.9,-0.6909090909090909,0.7663636363636364,0.7357142857142857,0.67875,0.8123913043478261,0.7793548387096775,0.6370588235294118,0.03909090909090913,-0.2337142857142857,-1.049625,0.23636363636363641,0.15714285714285708,-0.6250000000000002,lm_design_api-fab-cdronly,7x8q_A-CB
26,0.6450847457627118,0.6459633027522936,0.7528571428571429,0.57,0.7529411764705882,0.8421621621621622,0.61,0.649381443298969,-0.048142857142857105,-1.862,0.088764705882353,0.8142857142857143,-2.166666666666667,-0.2941176470588236,0.5776923076923076,0.5814285714285714,0.5544444444444444,0.6421621621621622,0.51975,0.6231818181818182,-0.43707692307692314,-2.914857142857143,-0.9651111111111113,-0.8384615384615386,-2.728571428571429,-0.4444444444444445,lm_design_api-fab-cdronly,7x8t_J-LK
27,0.7789090909090909,0.7915032679738562,0.7257142857142856,0.665,0.7913333333333334,0.7476190476190476,0.6744444444444444,0.8265882352941176,-0.5984285714285715,-2.6771666666666665,-0.5398,-1.1857142857142857,-1.933333333333333,-0.4733333333333334,0.9090909090909091,0.6942857142857143,0.7822222222222222,0.9069090909090909,0.6524324324324324,0.8282352941176471,-1.0913636363636363,-0.553,-1.1852222222222222,-1.0272727272727273,-1.0714285714285714,-0.7555555555555555,lm_design_api-fab-cdronly,7xjf_C-AB
28,0.61125,0.6195419847328245,0.8228571428571427,0.4016666666666666,0.84375,0.8423809523809525,0.46305555555555555,0.8957142857142857,-0.4147142857142858,-1.6511666666666667,0.331,-0.7285714285714286,-1.7000000000000002,0.11250000000000003,0.56,0.4957142857142857,0.5322222222222223,0.5154545454545455,0.429375,0.5556363636363636,-0.533,0.33571428571428585,-1.2626666666666666,-0.7545454545454546,0.21428571428571438,-1.7666666666666666,lm_design_api-fab-cdronly,7y1b_A-HL
29,0.5617307692307691,0.5697769516728625,0.7928571428571428,0.23800000000000002,0.47,0.9279999999999999,0.48083333333333333,0.450566037735849,0.1994285714285714,-0.8658,-1.1482,0.21428571428571425,-0.64,-1.03,0.45307692307692304,0.55,0.8029999999999999,0.475625,0.2844736842105263,0.8021818181818182,-0.9983846153846153,-0.8504285714285714,-1.0367000000000002,-1.4230769230769231,0.7428571428571428,-0.3200000000000001,lm_design_api-fab-cdronly,7yds_A-BC
30,0.7280769230769231,0.7431521739130434,0.6985714285714286,0.7583333333333333,0.5941666666666666,0.7044736842105263,0.8182758620689655,0.6415068493150684,-0.2258571428571429,-1.3815,-0.67325,-0.6714285714285715,-1.4833333333333334,0.3833333333333332,0.632,0.8814285714285713,0.88,0.6424444444444444,0.816060606060606,0.8955172413793103,0.2394,0.17014285714285704,-0.3143000000000001,0.6499999999999999,-0.08571428571428578,-0.36000000000000015,lm_design_api-fab-cdronly,7yru_A-HL
31,0.7015686274509804,0.68875,0.90875,0.7460000000000001,0.41,0.9283333333333332,0.71,0.3845454545454545,-0.14425000000000004,-0.9336000000000001,-0.9277272727272728,-0.16250000000000003,-1.3,-1.8454545454545452,0.77,0.6985714285714286,0.7677777777777777,0.7688235294117647,0.7368965517241379,0.772127659574468,-0.8522727272727273,-0.13657142857142862,-1.2055555555555555,-0.5363636363636364,0.21428571428571425,-1.3222222222222222,lm_design_api-fab-cdronly,7yv1_A-HL
32,0.7696153846153847,0.7838202247191012,0.8942857142857144,0.6433333333333333,0.8175,0.9307500000000001,0.6875,0.7943283582089552,0.14714285714285713,-0.3735,-0.68125,0.28571428571428575,-0.6666666666666665,-0.7583333333333334,0.7872727272727273,0.6357142857142857,0.7755555555555556,0.8045098039215687,0.71,0.73,-0.5390909090909092,-0.1835714285714286,-2.1628888888888884,-0.5363636363636364,0.21428571428571425,-1.6777777777777778,lm_design_api-fab-cdronly,7yxu_A-HL
33,0.5220754716981132,0.5011824324324324,0.68,0.73,0.4053846153846154,0.788974358974359,0.7351351351351352,0.30583333333333335,-0.6567142857142858,-2.1793333333333336,-1.1015384615384616,0.24285714285714285,-2.166666666666667,-0.8230769230769233,0.5654545454545454,0.48,0.40888888888888886,0.6096,0.516875,0.3272222222222222,-0.6829090909090909,-2.0727142857142855,-1.7405555555555554,-0.37272727272727285,-0.45714285714285713,-2.0,lm_design_api-fab-cdronly,7zmk_U-ST
34,0.6847169811320754,0.6815131578947369,0.9842857142857143,0.4716666666666666,0.6923076923076923,0.98925,0.39729729729729735,0.6394318181818182,-0.3478571428571429,-1.2063333333333335,-1.3030000000000002,-0.3428571428571429,-0.7,-1.2846153846153847,0.7145454545454545,0.45285714285714285,0.7266666666666667,0.7909433962264152,0.38852941176470585,0.7982692307692308,-0.5105454545454546,0.5591428571428572,-1.2332222222222222,-0.7272727272727273,-0.8857142857142856,-0.9777777777777779,lm_design_api-fab-cdronly,7zoz_A-HL
35,0.6401960784313725,0.6293155893536122,0.6114285714285714,0.7933333333333333,0.5209090909090909,0.6787179487179488,0.8106896551724138,0.5598461538461539,0.09128571428571432,-1.0291666666666668,-1.1476363636363636,1.0857142857142856,-0.65,-0.3363636363636365,0.7072727272727274,0.7357142857142857,0.55,0.6805882352941177,0.6851724137931035,0.49119999999999997,-0.43545454545454554,0.015000000000000005,-0.905,-0.5363636363636364,0.21428571428571425,-0.9333333333333331,lm_design_api-fab-cdronly,7zqt_A-CD
36,0.6701818181818182,0.7058718861209964,0.6642857142857143,0.5866666666666667,0.585,0.7658536585365855,0.5921212121212122,0.6480263157894737,-0.5785714285714286,-0.9128333333333335,-0.16271428571428576,-0.7428571428571429,-1.2833333333333334,0.03571428571428565,0.8181818181818182,0.7114285714285714,0.652,0.8632692307692308,0.7448275862068965,0.6334,-0.6965454545454546,-0.05128571428571434,-0.8881,-0.5272727272727273,0.21428571428571425,-0.4600000000000001,lm_design_api-fab-cdronly,8a44_A-CD
37,0.6994339622641509,0.7043598615916955,0.9485714285714286,0.6366666666666666,0.6766666666666667,0.9414285714285714,0.6754285714285715,0.7051923076923078,-0.6945714285714287,-1.9803333333333335,-1.4535555555555555,-0.7285714285714286,-2.3666666666666667,-1.3444444444444446,0.6359999999999999,0.8,0.5977777777777777,0.6316455696202532,0.7967741935483871,0.5821999999999999,-1.2300666666666666,-0.1655714285714286,-1.6268888888888886,-1.1866666666666668,0.0571428571428571,-1.7000000000000002,lm_design_api-fab-cdronly,8acf_A-HL
38,0.6223076923076923,0.5813475177304964,0.5911111111111111,0.5371428571428571,0.27285714285714285,0.6516666666666667,0.5339130434782609,0.14902439024390243,-0.3095555555555555,-1.6420000000000001,-0.7110000000000001,-0.24444444444444446,-2.0,-0.3428571428571431,0.880909090909091,0.5957142857142856,0.6827272727272726,0.9092156862745098,0.5632352941176471,0.5938235294117648,-0.09463636363636364,-0.6218571428571429,-0.9294545454545455,-0.045454545454545435,-1.3428571428571427,-2.0272727272727273,lm_design_api-fab-cdronly,8ag1_A-HL
39,0.7732142857142857,0.7731493506493508,0.9057142857142857,0.6266666666666666,0.7427272727272728,0.9323076923076923,0.6292857142857143,0.7676119402985074,0.23342857142857146,-0.4421666666666667,-1.0687272727272727,0.24285714285714285,-1.333333333333333,-0.3272727272727273,0.7792857142857144,0.86,0.7363636363636364,0.6889333333333333,0.8767499999999999,0.779322033898305,-0.06642857142857146,-2.5281428571428575,-0.8652727272727274,-0.22142857142857145,-2.542857142857143,-0.43636363636363634,lm_design_api-fab-cdronly,8ahn_A-HL
40,0.6435416666666667,0.6412734082397005,0.8028571428571428,0.7,0.6544444444444444,0.8253658536585365,0.7357894736842105,0.7240384615384616,-0.4827142857142858,-1.2601666666666667,-0.6025555555555556,0.014285714285714204,-1.7833333333333334,0.3555555555555554,0.5845454545454545,0.6657142857142857,0.51125,0.5694545454545454,0.7454545454545455,0.3302083333333334,-0.8375454545454545,-1.1542857142857146,-0.601125,-0.9999999999999999,-0.8857142857142858,-0.7250000000000001,lm_design_api-fab-cdronly,8ath_A-HL
41,0.6783333333333332,0.6447904191616766,0.6371428571428571,0.6816666666666668,0.6693333333333332,0.6559523809523811,0.6954285714285714,0.6438202247191012,-0.6952857142857143,-2.01,-0.7982666666666667,-0.7285714285714286,-2.666666666666666,-1.4333333333333333,0.6323529411764706,0.7085714285714286,0.8,0.5733734939759035,0.528421052631579,0.8191489361702128,-0.441,-0.7938571428571428,-1.66725,-0.8705882352941177,-1.342857142857143,-2.0125,lm_design_api-fab-cdronly,8b7h_A-HL
42,0.7114583333333333,0.6988095238095238,0.8271428571428571,0.45166666666666666,0.4814285714285714,0.88,0.43806451612903224,0.5029545454545454,-0.22957142857142857,-1.8235000000000001,-1.4877142857142858,0.22857142857142862,-2.8666666666666676,-0.8142857142857145,0.7766666666666667,0.7814285714285714,0.8322222222222222,0.7420754716981132,0.8209375,0.7657407407407407,-0.3586666666666666,-0.6824285714285715,-1.216222222222222,-0.14166666666666658,-0.5142857142857143,-1.4999999999999998,lm_design_api-fab-cdronly,8b9v_A-HL
43,0.6793877551020409,0.6935593220338983,0.8214285714285714,0.6066666666666667,0.48857142857142855,0.8686842105263157,0.636,0.3603030303030303,-0.05928571428571429,-1.0895000000000001,0.33871428571428575,0.22857142857142862,-0.7833333333333333,0.5428571428571427,0.7208333333333333,0.8514285714285714,0.587,0.8090566037735849,0.87625,0.5810909090909091,-0.17641666666666667,-0.5890000000000001,-1.8518,-0.11666666666666668,-0.5142857142857143,-0.97,lm_design_api-fab-cdronly,8bk2_A-HL
44,0.5370588235294117,0.5479710144927536,0.6642857142857143,0.7783333333333333,0.5827272727272728,0.7308108108108108,0.8886666666666667,0.6261538461538462,0.8644285714285712,-0.14050000000000012,-0.6477272727272728,0.9285714285714284,0.2833333333333334,-0.21818181818181823,0.5154545454545455,0.28428571428571425,0.4444444444444444,0.5230188679245282,0.20264705882352943,0.39,-0.05036363636363635,-0.32557142857142857,-1.210888888888889,0.02727272727272728,-1.0428571428571427,-1.311111111111111,lm_design_api-fab-cdronly,8bw0_C-HL
45,0.7476923076923078,0.7515355805243447,0.9142857142857143,0.435,0.7083333333333333,0.9060526315789474,0.4913793103448276,0.722,-0.19542857142857148,0.21666666666666667,-0.6260833333333332,-0.22857142857142862,1.7833333333333332,-1.2583333333333335,0.8390909090909091,0.6342857142857142,0.8555555555555556,0.7946428571428571,0.6289655172413793,0.8462000000000001,-0.2020909090909091,-0.051571428571428594,-1.3148888888888888,-0.3181818181818182,0.21428571428571425,-1.3777777777777778,lm_design_api-fab-cdronly,8byu_A-HL
46,0.6875,0.6440350877192982,0.7814285714285714,0.6983333333333333,0.5716666666666667,0.8425641025641026,0.7283870967741936,0.5317142857142857,0.08785714285714288,-1.494,-0.6941666666666667,0.24285714285714285,-1.35,-0.44999999999999996,0.8254545454545454,0.7285714285714286,0.5611111111111111,0.7931999999999999,0.76,0.43234375,0.05854545454545451,-0.33985714285714286,-1.403333333333333,-0.21818181818181823,-0.5428571428571428,-1.211111111111111,lm_design_api-fab-cdronly,8c7m_B-CD
47,0.6734,0.672,0.8414285714285714,0.7616666666666667,0.608,0.8328205128205128,0.8309375,0.6168,-0.12857142857142853,-1.8853333333333333,1.0582,-0.29999999999999993,-1.8166666666666667,1.02,0.67375,0.6642857142857143,0.5266666666666666,0.6715116279069767,0.581764705882353,0.5318367346938776,-0.8975,-0.8154285714285714,-0.7926666666666666,-1.24375,-0.9285714285714286,-0.9333333333333332,lm_design_api-fab-cdronly,8che_C-HL
48,0.6145283018867924,0.5507241379310345,0.7014285714285714,0.5519999999999999,0.43714285714285717,0.5819444444444444,0.4463333333333333,0.47340909090909095,0.10185714285714285,-1.1054000000000002,-1.4034285714285715,-0.47142857142857136,-0.2000000000000001,-0.19285714285714292,0.6645454545454546,0.78,0.6677777777777777,0.6085964912280701,0.7106060606060606,0.5558695652173913,-0.5065454545454546,-0.4572857142857143,-1.9273333333333336,-0.5090909090909093,-0.8571428571428571,-0.32222222222222235,lm_design_api-fab-cdronly,8cii_E-HL
49,0.6623076923076923,0.6474193548387097,0.8642857142857143,0.6766666666666667,0.7025,0.9138461538461539,0.678125,0.7238297872340425,-0.38214285714285723,-1.1320000000000001,-1.015125,-0.3571428571428573,-0.65,-0.7749999999999999,0.594,0.6957142857142857,0.5477777777777778,0.6083116883116884,0.65,0.42462962962962963,-0.35533333333333333,-0.7081428571428572,-1.720111111111111,-0.8,-0.22857142857142862,-2.388888888888889,lm_design_api-fab-cdronly,8ct6_C-JK
50,0.6904,0.7100790513833992,0.7771428571428571,0.71,0.7020000000000001,0.7889189189189189,0.8189285714285713,0.6575,-0.2752857142857143,0.6131666666666667,0.05200000000000001,-0.15714285714285717,1.05,-0.030000000000000006,0.7,0.65,0.6166666666666667,0.7057894736842105,0.7327586206896552,0.6372,0.032181818181818124,-0.03871428571428571,-1.3417777777777777,-0.1818181818181819,0.21428571428571425,-1.3777777777777778,lm_design_api-fab-cdronly,8cyh_M-HL
51,0.616875,0.6341984732824427,0.5085714285714286,0.5366666666666666,0.6075,0.5447368421052632,0.6114285714285714,0.5509615384615385,-0.20542857142857143,-1.9998333333333331,-1.0333750000000002,-0.6714285714285715,-1.7833333333333332,-1.6625,0.5945454545454545,0.7028571428571427,0.7233333333333333,0.6728301886792453,0.6654285714285715,0.7440816326530612,-0.2215454545454545,-0.3157142857142857,-1.4901111111111112,-0.3909090909090908,-1.0999999999999999,-0.9222222222222223,lm_design_api-fab-cdronly,8d1t_A-HL
52,0.6605769230769231,0.6512546125461255,0.7285714285714286,0.48,0.5445454545454546,0.6248780487804878,0.5612903225806452,0.5533333333333333,0.05814285714285717,-1.771,-1.0701818181818181,0.1571428571428572,-1.0333333333333334,-1.3727272727272728,0.74,0.6728571428571428,0.753,0.6633333333333333,0.7562068965517241,0.7771698113207548,-0.1451818181818182,-0.07028571428571433,-1.1856,-0.5363636363636364,0.21428571428571425,-1.0,lm_design_api-fab-cdronly,8d7e_C-DE
